Year,District,Code,Location,type_of_crime,total
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Fire,7
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Arson,1
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Damage,143
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Graffiti,19
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Drugs,20
2012,Pankow,30405,Schönholz/Wilhelmsruh/Rosenthal,Local,229
2012,Pankow,30406,Pankow Zentrum,Robbery,33
2012,Pankow,30406,Pankow Zentrum,Street_robbery,11
2012,Pankow,30406,Pankow Zentrum,Injury,212
2012,Pankow,30406,Pankow Zentrum,Agg_assault,62
2012,Pankow,30406,Pankow Zentrum,Threat,83
2012,Pankow,30406,Pankow Zentrum,Theft,2089
2012,Pankow,30406,Pankow Zentrum,Car,60
2012,Pankow,30406,Pankow Zentrum,From_car,220
2012,Pankow,30406,Pankow Zentrum,Bike,511
2012,Pankow,30406,Pankow Zentrum,Burglary,61
2012,Pankow,30406,Pankow Zentrum,Fire,13
2012,Pankow,30406,Pankow Zentrum,Arson,5
2012,Pankow,30406,Pankow Zentrum,Damage,382
2012,Pankow,30406,Pankow Zentrum,Graffiti,101
2012,Pankow,30406,Pankow Zentrum,Drugs,35
2012,Pankow,30406,Pankow Zentrum,Local,811
2012,Pankow,30408,Pankow Süd,Robbery,21
2012,Pankow,30408,Pankow Süd,Street_robbery,9
2012,Pankow,30408,Pankow Süd,Injury,204
2012,Pankow,30408,Pankow Süd,Agg_assault,35
2012,Pankow,30408,Pankow Süd,Threat,67
2012,Pankow,30408,Pankow Süd,Theft,1235
2012,Pankow,30408,Pankow Süd,Car,56
2012,Pankow,30408,Pankow Süd,From_car,170
2012,Pankow,30408,Pankow Süd,Bike,388
2012,Pankow,30408,Pankow Süd,Burglary,50
2012,Pankow,30408,Pankow Süd,Fire,10
2012,Pankow,30408,Pankow Süd,Arson,7
2012,Pankow,30408,Pankow Süd,Damage,298
2012,Pankow,30408,Pankow Süd,Graffiti,78
2012,Pankow,30408,Pankow Süd,Drugs,24
2012,Pankow,30408,Pankow Süd,Local,616
2012,Pankow,30509,Weißensee,Robbery,34
2012,Pankow,30509,Weißensee,Street_robbery,15
2012,Pankow,30509,Weißensee,Injury,308
2012,Pankow,30509,Weißensee,Agg_assault,78
2012,Pankow,30509,Weißensee,Threat,99
2012,Pankow,30509,Weißensee,Theft,1537
2012,Pankow,30509,Weißensee,Car,46
2012,Pankow,30509,Weißensee,From_car,192
2012,Pankow,30509,Weißensee,Bike,219
2012,Pankow,30509,Weißensee,Burglary,93
2012,Pankow,30509,Weißensee,Fire,18
2012,Pankow,30509,Weißensee,Arson,11
2012,Pankow,30509,Weißensee,Damage,486
2012,Pankow,30509,Weißensee,Graffiti,152
2012,Pankow,30509,Weißensee,Drugs,54
2012,Pankow,30509,Weißensee,Local,838
2012,Pankow,30510,Weißensee Ost,Robbery,20
2012,Pankow,30510,Weißensee Ost,Street_robbery,8
2012,Pankow,30510,Weißensee Ost,Injury,103
2012,Pankow,30510,Weißensee Ost,Agg_assault,23
2012,Pankow,30510,Weißensee Ost,Threat,50
2012,Pankow,30510,Weißensee Ost,Theft,610
2012,Pankow,30510,Weißensee Ost,Car,20
2012,Pankow,30510,Weißensee Ost,From_car,105
2012,Pankow,30510,Weißensee Ost,Bike,74
2012,Pankow,30510,Weißensee Ost,Burglary,23
2012,Pankow,30510,Weißensee Ost,Fire,4
2012,Pankow,30510,Weißensee Ost,Arson,1
2012,Pankow,30510,Weißensee Ost,Damage,205
2012,Pankow,30510,Weißensee Ost,Graffiti,32
2012,Pankow,30510,Weißensee Ost,Drugs,18
2012,Pankow,30510,Weißensee Ost,Local,334
2012,Pankow,30611,Prenzlauer Berg Nordwest,Robbery,80
2012,Pankow,30611,Prenzlauer Berg Nordwest,Street_robbery,32
2012,Pankow,30611,Prenzlauer Berg Nordwest,Injury,228
2012,Pankow,30611,Prenzlauer Berg Nordwest,Agg_assault,68
2012,Pankow,30611,Prenzlauer Berg Nordwest,Threat,83
2012,Pankow,30611,Prenzlauer Berg Nordwest,Theft,1716
2012,Pankow,30611,Prenzlauer Berg Nordwest,Car,95
2012,Pankow,30611,Prenzlauer Berg Nordwest,From_car,176
2012,Pankow,30611,Prenzlauer Berg Nordwest,Bike,406
2012,Pankow,30611,Prenzlauer Berg Nordwest,Burglary,78
2012,Pankow,30611,Prenzlauer Berg Nordwest,Fire,19
2012,Pankow,30611,Prenzlauer Berg Nordwest,Arson,8
2012,Pankow,30611,Prenzlauer Berg Nordwest,Damage,339
2012,Pankow,30611,Prenzlauer Berg Nordwest,Graffiti,113
2012,Pankow,30611,Prenzlauer Berg Nordwest,Drugs,85
2012,Pankow,30611,Prenzlauer Berg Nordwest,Local,766
2012,Pankow,30612,Prenzlauer Berg Nord,Robbery,30
2012,Pankow,30612,Prenzlauer Berg Nord,Street_robbery,10
2012,Pankow,30612,Prenzlauer Berg Nord,Injury,159
2012,Pankow,30612,Prenzlauer Berg Nord,Agg_assault,33
2012,Pankow,30612,Prenzlauer Berg Nord,Threat,60
2012,Pankow,30612,Prenzlauer Berg Nord,Theft,1870
2012,Pankow,30612,Prenzlauer Berg Nord,Car,86
2012,Pankow,30612,Prenzlauer Berg Nord,From_car,146
2012,Pankow,30612,Prenzlauer Berg Nord,Bike,407
2012,Pankow,30612,Prenzlauer Berg Nord,Burglary,67
2012,Pankow,30612,Prenzlauer Berg Nord,Fire,5
2012,Pankow,30612,Prenzlauer Berg Nord,Arson,0
2012,Pankow,30612,Prenzlauer Berg Nord,Damage,282
2012,Pankow,30612,Prenzlauer Berg Nord,Graffiti,75
2012,Pankow,30612,Prenzlauer Berg Nord,Drugs,33
2012,Pankow,30612,Prenzlauer Berg Nord,Local,582
2012,Pankow,30613,Helmholtzplatz,Robbery,23
2012,Pankow,30613,Helmholtzplatz,Street_robbery,6
2012,Pankow,30613,Helmholtzplatz,Injury,189
2012,Pankow,30613,Helmholtzplatz,Agg_assault,47
2012,Pankow,30613,Helmholtzplatz,Threat,52
2012,Pankow,30613,Helmholtzplatz,Theft,1215
2012,Pankow,30613,Helmholtzplatz,Car,41
2012,Pankow,30613,Helmholtzplatz,From_car,74
2012,Pankow,30613,Helmholtzplatz,Bike,283
2012,Pankow,30613,Helmholtzplatz,Burglary,99
2012,Pankow,30613,Helmholtzplatz,Fire,9
2012,Pankow,30613,Helmholtzplatz,Arson,3
2012,Pankow,30613,Helmholtzplatz,Damage,261
2012,Pankow,30613,Helmholtzplatz,Graffiti,100
2012,Pankow,30613,Helmholtzplatz,Drugs,29
2012,Pankow,30613,Helmholtzplatz,Local,614
2012,Pankow,30614,Prenzlauer Berg Ost,Robbery,60
2012,Pankow,30614,Prenzlauer Berg Ost,Street_robbery,28
2012,Pankow,30614,Prenzlauer Berg Ost,Injury,240
2012,Pankow,30614,Prenzlauer Berg Ost,Agg_assault,72
2012,Pankow,30614,Prenzlauer Berg Ost,Threat,79
2012,Pankow,30614,Prenzlauer Berg Ost,Theft,2063
2012,Pankow,30614,Prenzlauer Berg Ost,Car,57
2012,Pankow,30614,Prenzlauer Berg Ost,From_car,216
2012,Pankow,30614,Prenzlauer Berg Ost,Bike,289
2012,Pankow,30614,Prenzlauer Berg Ost,Burglary,61
2012,Pankow,30614,Prenzlauer Berg Ost,Fire,19
2012,Pankow,30614,Prenzlauer Berg Ost,Arson,9
2012,Pankow,30614,Prenzlauer Berg Ost,Damage,439
2012,Pankow,30614,Prenzlauer Berg Ost,Graffiti,131
2012,Pankow,30614,Prenzlauer Berg Ost,Drugs,51
2012,Pankow,30614,Prenzlauer Berg Ost,Local,714
2012,Pankow,30715,Prenzlauer Berg Südwest,Robbery,18
2012,Pankow,30715,Prenzlauer Berg Südwest,Street_robbery,12
2012,Pankow,30715,Prenzlauer Berg Südwest,Injury,344
2012,Pankow,30715,Prenzlauer Berg Südwest,Agg_assault,92
2012,Pankow,30715,Prenzlauer Berg Südwest,Threat,71
2012,Pankow,30715,Prenzlauer Berg Südwest,Theft,2016
2012,Pankow,30715,Prenzlauer Berg Südwest,Car,52
2012,Pankow,30715,Prenzlauer Berg Südwest,From_car,223
2012,Pankow,30715,Prenzlauer Berg Südwest,Bike,381
2012,Pankow,30715,Prenzlauer Berg Südwest,Burglary,149
2012,Pankow,30715,Prenzlauer Berg Südwest,Fire,10
2012,Pankow,30715,Prenzlauer Berg Südwest,Arson,2
2012,Pankow,30715,Prenzlauer Berg Südwest,Damage,536
2012,Pankow,30715,Prenzlauer Berg Südwest,Graffiti,192
2012,Pankow,30715,Prenzlauer Berg Südwest,Drugs,34
2012,Pankow,30715,Prenzlauer Berg Südwest,Local,996
2012,Pankow,30716,Prenzlauer Berg Süd,Robbery,16
2012,Pankow,30716,Prenzlauer Berg Süd,Street_robbery,6
2012,Pankow,30716,Prenzlauer Berg Süd,Injury,166
2012,Pankow,30716,Prenzlauer Berg Süd,Agg_assault,30
2012,Pankow,30716,Prenzlauer Berg Süd,Threat,81
2012,Pankow,30716,Prenzlauer Berg Süd,Theft,1393
2012,Pankow,30716,Prenzlauer Berg Süd,Car,116
2012,Pankow,30716,Prenzlauer Berg Süd,From_car,186
2012,Pankow,30716,Prenzlauer Berg Süd,Bike,326
2012,Pankow,30716,Prenzlauer Berg Süd,Burglary,127
2012,Pankow,30716,Prenzlauer Berg Süd,Fire,15
2012,Pankow,30716,Prenzlauer Berg Süd,Arson,4
2012,Pankow,30716,Prenzlauer Berg Süd,Damage,409
2012,Pankow,30716,Prenzlauer Berg Süd,Graffiti,84
2012,Pankow,30716,Prenzlauer Berg Süd,Drugs,53
2012,Pankow,30716,Prenzlauer Berg Süd,Local,672
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Robbery,5
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Street_robbery,4
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Injury,79
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Agg_assault,23
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Threat,19
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Theft,315
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Car,9
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",From_car,24
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Bike,9
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Burglary,0
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Fire,2
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Arson,1
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Damage,150
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Graffiti,111
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Drugs,8
2012,Pankow,39900,"Bezirk (Pk), nicht zuzuordnen",Local,115
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Robbery,41
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Street_robbery,14
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Injury,278
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Agg_assault,73
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Threat,129
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Theft,1006
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Car,70
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,From_car,304
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Bike,60
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Burglary,99
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Fire,9
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Arson,2
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Damage,245
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Graffiti,5
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Drugs,159
2012,Charlottenburg-Wilmersdorf,40101,Charlottenburg-Nord,Local,740
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Robbery,21
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Street_robbery,9
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Injury,213
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Agg_assault,93
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Threat,36
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Theft,579
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Car,37
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,From_car,155
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Bike,58
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Burglary,51
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Fire,7
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Arson,2
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Damage,141
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Graffiti,36
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Drugs,31
2012,Charlottenburg-Wilmersdorf,40202,Heerstrasse,Local,353
2012,Charlottenburg-Wilmersdorf,40203,Westend,Robbery,40
2012,Charlottenburg-Wilmersdorf,40203,Westend,Street_robbery,12
2012,Charlottenburg-Wilmersdorf,40203,Westend,Injury,207
2012,Charlottenburg-Wilmersdorf,40203,Westend,Agg_assault,48
2012,Charlottenburg-Wilmersdorf,40203,Westend,Threat,117
2012,Charlottenburg-Wilmersdorf,40203,Westend,Theft,1974
2012,Charlottenburg-Wilmersdorf,40203,Westend,Car,57
2012,Charlottenburg-Wilmersdorf,40203,Westend,From_car,282
2012,Charlottenburg-Wilmersdorf,40203,Westend,Bike,170
2012,Charlottenburg-Wilmersdorf,40203,Westend,Burglary,112
2012,Charlottenburg-Wilmersdorf,40203,Westend,Fire,7
2012,Charlottenburg-Wilmersdorf,40203,Westend,Arson,2
2012,Charlottenburg-Wilmersdorf,40203,Westend,Damage,317
2012,Charlottenburg-Wilmersdorf,40203,Westend,Graffiti,36
2012,Charlottenburg-Wilmersdorf,40203,Westend,Drugs,38
2012,Charlottenburg-Wilmersdorf,40203,Westend,Local,662
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Robbery,41
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Street_robbery,12
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Injury,243
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Agg_assault,55
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Threat,90
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Theft,1140
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Car,31
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,From_car,133
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Bike,288
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Burglary,88
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Fire,9
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Arson,3
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Damage,231
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Graffiti,23
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Drugs,44
2012,Charlottenburg-Wilmersdorf,40304,Schloß Charlottenburg,Local,616
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Robbery,32
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Street_robbery,12
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Injury,165
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Agg_assault,46
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Threat,61
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Theft,893
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Car,31
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,From_car,211
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Bike,148
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Burglary,38
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Fire,12
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Arson,5
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Damage,150
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Graffiti,18
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Drugs,111
2012,Charlottenburg-Wilmersdorf,40305,Mierendorffplatz,Local,413
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Robbery,53
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Street_robbery,15
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Injury,421
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Agg_assault,113
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Threat,128
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Theft,2273
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Car,37
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,From_car,292
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Bike,429
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Burglary,113
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Fire,15
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Arson,6
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Damage,436
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Graffiti,95
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Drugs,112
2012,Charlottenburg-Wilmersdorf,40306,Otto-Suhr-Allee,Local,952
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Robbery,43
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Street_robbery,23
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Injury,164
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Agg_assault,39
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Threat,86
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Theft,1283
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Car,65
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,From_car,254
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Bike,298
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Burglary,105
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Fire,8
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Arson,2
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Damage,169
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Graffiti,20
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Drugs,80
2012,Charlottenburg-Wilmersdorf,40307,Neue Kantstraße,Local,560
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Robbery,65
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Street_robbery,23
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Injury,251
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Agg_assault,65
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Threat,112
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Theft,2565
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Car,24
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,From_car,188
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Bike,248
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Burglary,116
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Fire,9
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Arson,3
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Damage,234
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Graffiti,22
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Drugs,118
2012,Charlottenburg-Wilmersdorf,40308,Kantstraße,Local,691
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Robbery,135
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Street_robbery,59
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Injury,1083
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Agg_assault,361
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Threat,159
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Theft,4140
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Car,54
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,From_car,302
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Bike,197
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Burglary,94
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Fire,7
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Arson,1
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Damage,405
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Graffiti,95
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Drugs,178
2012,Charlottenburg-Wilmersdorf,40309,Kurfürstendamm,Local,1685
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Robbery,19
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Street_robbery,8
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Injury,137
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Agg_assault,29
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Threat,62
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Theft,949
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Car,42
2012,Charlottenburg-Wilmersdorf,40310,Halensee,From_car,188
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Bike,156
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Burglary,77
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Fire,8
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Arson,3
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Damage,149
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Graffiti,23
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Drugs,26
2012,Charlottenburg-Wilmersdorf,40310,Halensee,Local,393
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Robbery,10
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Street_robbery,5
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Injury,98
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Agg_assault,11
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Threat,58
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Theft,867
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Car,32
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,From_car,268
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Bike,84
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Burglary,194
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Fire,4
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Arson,0
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Damage,128
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Graffiti,14
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Drugs,5
2012,Charlottenburg-Wilmersdorf,40411,Grunewald,Local,391
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Robbery,5
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Street_robbery,1
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Injury,82
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Agg_assault,18
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Threat,41
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Theft,731
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Car,31
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,From_car,224
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Bike,77
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Burglary,86
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Fire,3
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Arson,1
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Damage,104
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Graffiti,12
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Drugs,10
2012,Charlottenburg-Wilmersdorf,40412,Schmargendorf,Local,255
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Robbery,12
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Street_robbery,4
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Injury,64
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Agg_assault,12
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Threat,34
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Theft,642
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Car,30
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,From_car,125
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Bike,129
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Burglary,54
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Fire,1
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Arson,1
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Damage,143
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Graffiti,21
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Drugs,9
2012,Charlottenburg-Wilmersdorf,40413,Wiesbadener Straße,Local,224
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Robbery,41
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Street_robbery,18
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Injury,241
2012,Charlottenburg-Wilmersdorf,40514,Düsseldorfer Straße,Agg_assault,67
